2.2963e+06,0.8739
2.3949e+06,0.86836
2.4977e+06,0.86282
2.605e+06,0.85728
2.7041e+06,0.84909
2.8202e+06,0.84622
2.9413e+06,0.84068
3.0676e+06,0.83514
3.1993e+06,0.82961
3.3367e+06,0.82407
3.4637e+06,0.81855
3.7499e+06,0.80616
4.0692e+06,0.79242
4.4575e+06,0.78531
4.6707e+06,0.77975
4.8714e+06,0.77689
5.0096e+06,0.76874
5.2249e+06,0.76587
5.4238e+06,0.76035
5.6568e+06,0.75749
5.9272e+06,0.74925
6.153e+06,0.74641
6.3873e+06,0.74089
6.6617e+06,0.73802
6.9478e+06,0.73249
7.2461e+06,0.72695
7.5572e+06,0.72141
7.8449e+06,0.71589
8.1436e+06,0.71037
8.533e+06,0.70481
8.8997e+06,0.70194
9.2818e+06,0.6964
9.6809e+06,0.69621
